1	22
1	38
1	45
1	75
1	79
1	93
2	21
2	50
3	26
3	62
3	86
3	130
3	131
3	134
4	18
4	99
5	7
5	21
5	81
5	95
6	24
6	28
6	56
6	96
7	21
8	9
8	13
8	16
8	72
8	84
9	50
9	58
10	16
10	22
10	55
10	59
10	79
11	15
11	34
11	44
11	125
12	20
12	42
12	60
12	138
13	16
13	50
13	87
13	136
14	25
14	120
14	130
14	132
15	37
15	40
15	46
15	98
16	22
16	39
16	54
16	55
16	59
16	72
16	77
16	84
16	88
16	112
16	113
16	117
16	135
17	49
17	138
18	78
18	99
19	71
19	113
20	28
20	47
20	51
20	61
20	84
20	108
20	116
21	95
22	23
22	45
22	50
22	55
22	59
22	66
22	90
22	125
23	48
23	58
23	59
23	66
23	90
23	125
24	32
24	35
24	42
24	63
24	109
25	106
25	121
26	62
26	84
26	92
26	100
26	131
27	43
27	48
27	53
27	72
27	80
28	50
28	56
28	74
28	77
28	107
29	33
29	39
29	44
29	48
29	53
29	55
29	66
29	70
29	72
29	87
30	34
30	55
30	59
30	75
30	98
30	117
32	35
32	138
33	53
33	54
33	55
34	46
34	58
34	75
35	36
35	63
35	138
36	42
36	63
37	38
37	46
37	53
37	59
37	75
37	88
38	44
38	46
38	59
38	75
39	46
39	55
39	59
39	66
39	72
39	77
39	80
39	84
39	113
39	117
40	68
40	93
40	98
40	117
41	57
41	62
41	73
42	63
42	96
42	109
43	48
43	67
43	125
44	46
44	59
44	79
44	117
46	53
46	88
47	61
47	64
47	85
47	108
47	114
48	67
48	89
49	84
49	138
50	62
50	77
50	84
50	90
50	100
50	134
51	56
51	69
52	124
52	129
53	72
54	115
54	128
55	58
55	62
55	77
55	84
55	89
56	69
56	74
58	68
58	70
58	89
59	68
59	72
59	75
59	77
60	84
60	110
60	113
60	116
61	76
61	85
61	118
62	66
62	77
62	131
62	134
63	104
63	109
63	138
64	84
64	85
64	108
64	114
65	81
66	134
68	72
69	74
70	80
70	87
72	84
72	89
73	76
73	113
75	79
75	93
75	98
76	77
76	103
76	108
76	118
76	119
76	126
76	127
77	84
78	99
79	88
79	93
80	87
80	102
81	83
81	94
81	95
83	94
83	110
83	116
83	127
83	133
84	92
84	97
84	100
84	112
84	113
86	121
86	130
86	131
87	136
88	93
90	125
91	94
92	100
92	122
92	123
92	134
94	95
94	110
97	111
97	112
97	113
97	115
97	128
100	122
100	123
101	105
101	120
101	130
101	134
102	117
104	109
104	112
105	120
105	132
106	120
106	122
107	111
107	128
108	114
108	118
109	115
109	124
110	114
110	116
110	133
111	115
112	115
112	124
112	128
113	124
114	119
114	127
115	128
116	127
116	133
119	126
119	127
119	133
120	122
120	132
121	130
122	123
125	137
126	127
127	133
130	131
130	132
135	137
135	139
136	137
