1	38
1	80
1	95
1	97
1	100
1	120
1	133
2	49
2	50
2	60
2	125
2	148
3	41
3	103
3	136
3	177
3	179
3	181
4	12
4	171
5	28
5	140
5	152
6	24
6	27
6	37
7	90
8	37
8	39
8	45
8	52
8	149
9	24
9	43
9	48
9	75
9	110
9	115
10	32
10	34
10	43
10	77
10	80
10	94
11	13
11	23
11	79
11	134
11	187
12	16
12	69
13	93
14	16
14	20
14	29
14	44
14	83
15	23
15	37
15	84
15	128
15	166
16	159
17	54
17	68
18	58
18	82
18	114
19	64
19	66
19	76
19	88
19	131
19	164
19	173
19	190
20	27
20	29
20	79
20	87
20	91
20	97
20	98
20	104
20	126
20	188
21	40
21	168
21	177
21	180
22	63
22	75
23	49
23	53
23	95
23	126
23	134
23	139
23	167
23	186
24	48
24	102
24	116
24	118
24	130
25	33
25	71
25	76
25	164
25	190
26	31
26	81
26	119
26	145
26	173
28	127
28	140
28	152
29	62
29	111
29	112
30	87
30	133
31	81
31	119
31	165
32	38
32	43
32	50
32	94
32	100
32	110
32	138
32	151
33	55
33	56
33	71
33	190
34	43
34	61
34	90
34	110
34	113
35	57
35	82
35	91
35	114
35	129
35	171
36	54
36	114
37	62
37	69
37	79
37	88
37	111
37	142
37	164
37	175
37	190
38	52
38	62
38	74
38	77
38	89
38	105
38	120
38	142
38	185
39	52
39	55
39	66
39	105
40	160
40	169
41	46
41	103
41	134
41	146
41	153
41	179
42	115
42	137
42	141
43	48
43	102
43	116
43	117
43	137
44	74
45	62
45	76
45	120
45	141
45	142
45	161
46	123
46	134
47	62
47	68
47	74
47	82
47	93
47	118
47	120
47	138
47	142
47	143
48	141
49	50
49	54
49	95
49	96
49	107
50	125
51	68
51	72
51	87
51	90
51	153
52	55
52	62
52	71
52	105
52	111
52	120
52	190
53	54
53	62
53	84
53	95
53	133
53	177
53	179
54	93
54	95
54	96
55	56
55	71
56	62
56	66
56	105
56	120
56	135
56	150
57	58
57	95
57	122
57	167
58	70
58	73
58	95
58	109
58	122
60	104
61	100
61	123
61	148
62	66
62	68
62	70
62	74
62	84
62	88
62	95
62	105
62	111
62	120
62	130
62	139
62	142
62	150
62	165
62	173
62	190
63	80
63	83
63	101
63	104
63	110
63	113
63	120
64	78
64	131
64	133
64	165
65	89
65	92
65	131
66	76
66	99
66	105
66	141
66	142
66	162
67	74
67	112
68	70
68	95
68	113
68	183
69	83
69	129
70	80
70	82
70	95
70	101
71	124
71	135
71	163
71	190
72	100
72	153
73	96
73	122
74	112
76	99
76	190
77	93
77	118
77	141
78	131
79	103
79	126
79	153
79	165
79	181
80	83
80	97
80	100
81	145
81	173
81	176
82	120
83	148
84	166
84	173
84	175
85	104
85	128
85	139
85	147
86	143
87	98
87	184
87	186
87	188
87	189
88	111
88	165
88	175
89	92
90	113
90	181
93	113
93	118
93	141
93	185
94	100
94	141
95	113
95	122
95	126
97	123
98	184
98	188
98	189
99	135
99	149
100	123
101	151
102	110
103	110
103	111
103	179
103	181
104	110
105	120
105	124
105	158
105	162
105	190
107	184
108	110
108	123
110	115
110	123
111	150
111	164
112	137
113	120
114	156
116	169
116	179
120	141
120	143
120	150
120	185
121	154
121	157
121	165
123	136
123	151
123	154
124	157
124	158
125	148
126	134
127	152
128	139
128	147
129	143
129	151
131	155
131	164
132	155
133	184
133	188
134	146
134	153
134	165
136	169
136	177
136	179
139	147
145	165
145	173
146	153
146	170
146	172
146	181
150	158
150	162
150	163
150	164
150	165
150	166
150	173
150	175
153	170
153	172
154	159
154	168
154	177
154	181
156	167
158	162
158	164
159	168
160	168
160	170
160	185
161	163
161	175
162	166
163	164
163	166
163	175
164	166
164	173
164	175
165	173
166	175
167	178
168	170
168	180
169	177
170	172
171	174
171	182
174	181
177	179
177	180
183	189
184	188
184	189
185	191
186	189
186	191
